belief,policy,budget,day_index,n,task_accuracy,belief_accuracy,senses_per_question
PeriodicPersistence,ResolvableMassSense_best,90,24,900,0.811111,0.676428,0.988889
PeriodicPersistence,ResolvableMassSense_best,90,25,900,0.818889,0.649206,1.0
PeriodicPersistence,ResolvableMassSense_best,90,26,900,0.883333,0.801964,0.957778
PeriodicPersistence,ResolvableMassSense_best,90,27,900,0.913333,0.84551,0.952222
PeriodicPersistence,SequentialSearch,24,3,900,0.653333,0.642493,0.266667
PeriodicPersistence,SequentialSearch,24,4,900,0.612222,0.573881,0.266667
PeriodicPersistence,SequentialSearch,24,5,900,0.71,0.681171,0.266667
PeriodicPersistence,SequentialSearch,24,6,900,0.76,0.745843,0.266667
PeriodicPersistence,SequentialSearch,24,7,900,0.605556,0.590778,0.266667
PeriodicPersistence,SequentialSearch,24,8,900,0.631111,0.612576,0.266667
PeriodicPersistence,SequentialSearch,24,9,900,0.636667,0.618757,0.266667
PeriodicPersistence,SequentialSearch,24,10,900,0.632222,0.610762,0.266667
PeriodicPersistence,SequentialSearch,24,11,900,0.661111,0.625721,0.266667
PeriodicPersistence,SequentialSearch,24,12,900,0.754444,0.744532,0.266667
PeriodicPersistence,SequentialSearch,24,13,900,0.761111,0.750018,0.266667
PeriodicPersistence,SequentialSearch,24,14,900,0.594444,0.584956,0.266667
PeriodicPersistence,SequentialSearch,24,15,900,0.584444,0.581279,0.266667
PeriodicPersistence,SequentialSearch,24,16,900,0.604444,0.57944,0.266667
PeriodicPersistence,SequentialSearch,24,17,900,0.612222,0.586927,0.266667
PeriodicPersistence,SequentialSearch,24,18,900,0.606667,0.583265,0.266667
PeriodicPersistence,SequentialSearch,24,19,900,0.717778,0.706206,0.266667
PeriodicPersistence,SequentialSearch,24,20,900,0.782222,0.749814,0.266667
PeriodicPersistence,SequentialSearch,24,21,900,0.588889,0.576368,0.266667
PeriodicPersistence,SequentialSearch,24,22,900,0.614444,0.596133,0.266667
PeriodicPersistence,SequentialSearch,24,23,900,0.608889,0.593797,0.266667
PeriodicPersistence,SequentialSearch,24,24,900,0.6,0.59871,0.266667
PeriodicPersistence,SequentialSearch,24,25,900,0.595556,0.582646,0.266667
PeriodicPersistence,SequentialSearch,24,26,900,0.682222,0.682955,0.266667
PeriodicPersistence,SequentialSearch,24,27,900,0.744444,0.739947,0.266667
PeriodicPersistence,SequentialSearch,90,3,900,0.702222,0.67105,1.0
PeriodicPersistence,SequentialSearch,90,4,900,0.672222,0.614926,1.0
PeriodicPersistence,SequentialSearch,90,5,900,0.784444,0.739216,1.0
PeriodicPersistence,SequentialSearch,90,6,900,0.823333,0.791325,1.0
PeriodicPersistence,SequentialSearch,90,7,900,0.67,0.625758,1.0
PeriodicPersistence,SequentialSearch,90,8,900,0.68,0.650672,1.0
PeriodicPersistence,SequentialSearch,90,9,900,0.7,0.664781,1.0
PeriodicPersistence,SequentialSearch,90,10,900,0.691111,0.644736,1.0
PeriodicPersistence,SequentialSearch,90,11,900,0.72,0.65534,1.0
PeriodicPersistence,SequentialSearch,90,12,900,0.824444,0.79018,1.0
PeriodicPersistence,SequentialSearch,90,13,900,0.871111,0.833533,1.0
PeriodicPersistence,SequentialSearch,90,14,900,0.664444,0.627102,1.0
PeriodicPersistence,SequentialSearch,90,15,900,0.661111,0.626437,1.0
PeriodicPersistence,SequentialSearch,90,16,900,0.661111,0.61734,1.0
PeriodicPersistence,SequentialSearch,90,17,900,0.661111,0.616403,1.0
PeriodicPersistence,SequentialSearch,90,18,900,0.658889,0.613328,1.0
PeriodicPersistence,SequentialSearch,90,19,900,0.781111,0.741893,1.0
PeriodicPersistence,SequentialSearch,90,20,900,0.865556,0.812843,1.0
PeriodicPersistence,SequentialSearch,90,21,900,0.644444,0.609067,1.0
PeriodicPersistence,SequentialSearch,90,22,900,0.68,0.638138,1.0
PeriodicPersistence,SequentialSearch,90,23,900,0.663333,0.628005,1.0
PeriodicPersistence,SequentialSearch,90,24,900,0.664444,0.625489,1.0
PeriodicPersistence,SequentialSearch,90,25,900,0.652222,0.613134,1.0
PeriodicPersistence,SequentialSearch,90,26,900,0.768889,0.726686,1.0
PeriodicPersistence,SequentialSearch,90,27,900,0.83,0.787718,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,3,900,0.688889,0.654427,0.24
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,4,900,0.635556,0.588365,0.233333
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,5,900,0.755556,0.709746,0.224444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,6,900,0.803333,0.768584,0.252222
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,7,900,0.611111,0.588961,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,8,900,0.617778,0.60708,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,9,900,0.644444,0.620633,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,10,900,0.631111,0.612462,0.26
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,11,900,0.664444,0.625371,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,12,900,0.767778,0.753079,0.258889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,13,900,0.778889,0.761615,0.265556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,14,900,0.6,0.58534,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,15,900,0.604444,0.592286,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,16,900,0.6,0.579406,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,17,900,0.604444,0.59419,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,18,900,0.607778,0.582194,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,19,900,0.72,0.699448,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,20,900,0.804444,0.763771,0.264444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,21,900,0.605556,0.580433,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,22,900,0.641111,0.605045,0.264444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,23,900,0.608889,0.600701,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,24,900,0.607778,0.602895,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,25,900,0.607778,0.583882,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,26,900,0.705556,0.698182,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,24,27,900,0.742222,0.740476,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,3,900,0.744444,0.684262,0.587778
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,4,900,0.674444,0.612314,0.952222
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,5,900,0.817778,0.767635,0.956667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,6,900,0.864444,0.820964,0.995556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,7,900,0.68,0.633504,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,8,900,0.696667,0.66089,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,9,900,0.712222,0.67273,0.991111
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,10,900,0.693333,0.644254,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,11,900,0.722222,0.65754,0.98
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,12,900,0.855556,0.809908,0.94
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,13,900,0.891111,0.844344,0.951111
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,14,900,0.671111,0.63194,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,15,900,0.663333,0.627867,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,16,900,0.666667,0.617061,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,17,900,0.662222,0.614635,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,18,900,0.671111,0.622785,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,19,900,0.796667,0.755336,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,20,900,0.928889,0.860763,0.975556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,21,900,0.652222,0.61453,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,22,900,0.695556,0.640776,0.974444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,23,900,0.666667,0.630697,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,24,900,0.664444,0.627847,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,25,900,0.668889,0.61866,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,26,900,0.821111,0.764556,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.01,90,27,900,0.895556,0.838729,0.976667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,3,900,0.673333,0.645942,0.246667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,4,900,0.6,0.565857,0.171111
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,5,900,0.735556,0.702622,0.24
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,6,900,0.785556,0.758648,0.253333
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,7,900,0.604444,0.585346,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,8,900,0.636667,0.609489,0.257778
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,9,900,0.643333,0.625191,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,10,900,0.632222,0.607485,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,11,900,0.661111,0.62204,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,12,900,0.758889,0.747686,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,13,900,0.772222,0.757589,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,14,900,0.617778,0.594152,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,15,900,0.607778,0.588553,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,16,900,0.607778,0.58094,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,17,900,0.607778,0.584765,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,18,900,0.611111,0.584524,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,19,900,0.73,0.713094,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,20,900,0.812222,0.768922,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,21,900,0.603333,0.581319,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,22,900,0.641111,0.606989,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,23,900,0.614444,0.597568,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,24,900,0.61,0.602173,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,25,900,0.61,0.58468,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,26,900,0.705556,0.697292,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,24,27,900,0.752222,0.750218,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,3,900,0.75,0.699924,0.777778
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,4,900,0.738889,0.656411,0.896667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,5,900,0.814444,0.760552,0.974444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,6,900,0.907778,0.843461,0.992222
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,7,900,0.7,0.64214,0.997778
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,8,900,0.688889,0.647716,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,9,900,0.733333,0.674866,0.985556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,10,900,0.707778,0.658053,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,11,900,0.725556,0.661175,0.978889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,12,900,0.903333,0.834364,0.895556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,13,900,0.912222,0.857873,0.98
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,14,900,0.677778,0.63524,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,15,900,0.67,0.635885,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,16,900,0.671111,0.613685,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,17,900,0.675556,0.622286,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,18,900,0.664444,0.61322,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,19,900,0.827778,0.774358,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,20,900,0.924444,0.85916,0.991111
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,21,900,0.658889,0.615046,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,22,900,0.686667,0.634768,0.985556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,23,900,0.678889,0.634406,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,24,900,0.676667,0.626813,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,25,900,0.671111,0.617113,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,26,900,0.807778,0.755974,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.05,90,27,900,0.892222,0.840124,0.978889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,3,900,0.677778,0.645917,0.248889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,4,900,0.604444,0.569201,0.246667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,5,900,0.727778,0.6967,0.24
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,6,900,0.793333,0.759632,0.248889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,7,900,0.611111,0.595518,0.263333
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,8,900,0.645556,0.616196,0.24
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,9,900,0.661111,0.636779,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,10,900,0.634444,0.610898,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,11,900,0.661111,0.620806,0.264444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,12,900,0.781111,0.765069,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,13,900,0.775556,0.766697,0.265556
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,14,900,0.621111,0.597221,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,15,900,0.594444,0.587805,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,16,900,0.595556,0.576327,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,17,900,0.62,0.593671,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,18,900,0.625556,0.587782,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,19,900,0.735556,0.708255,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,20,900,0.806667,0.765568,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,21,900,0.603333,0.58132,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,22,900,0.631111,0.597003,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,23,900,0.608889,0.597966,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,24,900,0.62,0.604042,0.263333
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,25,900,0.598889,0.57754,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,26,900,0.702222,0.693764,0.266667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,24,27,900,0.763333,0.750431,0.258889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,3,900,0.758889,0.706289,0.798889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,4,900,0.72,0.642604,0.888889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,5,900,0.852222,0.778686,0.982222
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,6,900,0.89,0.83035,0.982222
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,7,900,0.725556,0.647408,0.972222
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,8,900,0.713333,0.660028,0.994444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,9,900,0.744444,0.681767,0.987778
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,10,900,0.717778,0.657923,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,11,900,0.716667,0.647936,0.974444
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,12,900,0.885556,0.828917,0.908889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,13,900,0.901111,0.854671,0.957778
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,14,900,0.682222,0.635082,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,15,900,0.665556,0.63232,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,16,900,0.664444,0.612633,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,17,900,0.677778,0.626539,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,18,900,0.675556,0.623212,0.996667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,19,900,0.822222,0.764419,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,20,900,0.922222,0.853648,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,21,900,0.654444,0.615436,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,22,900,0.695556,0.638763,0.986667
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,23,900,0.672222,0.631979,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,24,900,0.661111,0.623712,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,25,900,0.673333,0.617629,0.998889
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,26,900,0.813333,0.757859,1.0
PeriodicPersistence,VoIBudgetPriceSense_gamma0.1,90,27,900,0.902222,0.845693,0.975556
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,3,900,0.666667,0.645353,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,4,900,0.618889,0.579021,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,5,900,0.722222,0.693567,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,6,900,0.77,0.759217,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,7,900,0.608889,0.587623,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,8,900,0.632222,0.616718,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,9,900,0.648889,0.628798,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,10,900,0.631111,0.609857,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,11,900,0.658889,0.626536,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,12,900,0.78,0.756511,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,13,900,0.792222,0.771624,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,14,900,0.626667,0.599679,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,15,900,0.592222,0.588021,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,16,900,0.611111,0.584096,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,17,900,0.591111,0.573629,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,18,900,0.614444,0.586728,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,19,900,0.731111,0.709606,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,20,900,0.802222,0.758893,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,21,900,0.6,0.582548,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,22,900,0.637778,0.59879,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,23,900,0.613333,0.598321,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,24,900,0.61,0.598804,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,25,900,0.607778,0.580351,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,26,900,0.706667,0.686634,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,24,27,900,0.756667,0.747885,0.266667
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,3,900,0.731111,0.67236,0.941111
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,4,900,0.677778,0.608005,0.935556
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,5,900,0.84,0.777325,0.982222
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,6,900,0.886667,0.828448,0.793333
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,7,900,0.691111,0.638983,0.967778
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,8,900,0.693333,0.648802,0.996667
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,9,900,0.726667,0.664855,0.96
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,10,900,0.707778,0.646328,0.967778
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,11,900,0.733333,0.650155,0.954444
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,12,900,0.871111,0.82671,0.802222
PeriodicPersistence,VoIThresholdSense_lambda0.01,90,13,900,0.9,0.849693,0.881111
